Review Count,title,rating,x
257,It’s a great phone,5,Loved it
258,Best camera,5,Great filling
259,iPhone 13 is so cool,5,Battery backup is too good
260,The best offer in Town ??,5,"Superb product, wonderful offer. Thank you"
261,Overall Quite good,5,"Value for money , quite good performance"
262,Nice ????,5,
263,Best camera,5,Portrait mode amazing especially on video
264,Best Phone,5,Best Phone.
265,Wonderful purchase,5,Worth product
266,"Wonderful product,, great battery backup!!",5,Got delivered in 1.5days. Amazing Amazon!!
267,You will never disappointed,5,Overall good buy
268,Good one,5,Perfect
269,Parfect fiting,5,Parfect fiting
270,Best purchase,5,Great product
271,It's just a phone,5,An expensive one.
272,It’s worth it,5,Worth every penny
273,Worth money product,5,Worth money product
274,Ok .,5,Ok
275,Simply Wowwwww..,5,Simply Wowwwww..
276,Camera,5,Like
277,Very good phone just like butter cut by knife life smooth.,5,Very good phone
278,Good phone,5,Let’s see how it work
279,Nice mobile,5,Mobile nice
280,Loved it,5,Amazing phone
281,iPhone always best,5,Mostly liked
282,Good one,5,Good phone
283,Nice,5,Nice
284,Cute little thing ??,5,Purely loved it ??
285,Amazing product,5,Nice product
286,iPhone!,5,It’s worthy!
287,Just switch to i??,5,Awesome ??
288,Worth of the money,5,Nice product!
289,Bought it in 60k after exchange.,5,Worth every penny.
290,Good product,5,I like it
291,Unbelievable battery life and display!!,5,"Upgraded from 8 plus to 13, so far I lovee the camera settings and it’s display, the battery life is something I didn’t expect from specially Iphone, the charge cycle is unbelievable!! If I charge my phone in the morning then it’s good to go for an entire day to use it!! I’m glad I purchased it!"
292,Amazing Phone,5,"Those who are saying, it's just iPhone 12 with design change, then you're wrong,And most of them are upgrading to 13 will have older devices.First thing you notice is the battery backup, it is amazing, at least 3hrs more sot than 12.Main 12MP camera now has bigger sensor , fast auto focus and sensor"
293,Good mobile,5,
294,Incredible Package,5,Was using 11 before this. Wanted to go for 13 pro. Wished 120 hertz pro motion display in my phone. But that costed way too much. Nevertheless this standard 13 model is not too behind. Almost same cameras. Amazing battery life and speakers. And build is similar to 12 offourse but functionality is be
295,Superb phone but greedy Apple,5,Phone is excellent. IOS is very smooth. Battery backup excellent. The problem lies with the accessories that you will be forced to purchase. There is no charger. (Additional Rs. 1900 for apple charger). The cable is type c to lightning. (Additional Rs. 1000 for certified belkin usb to lightning cabl
296,Awesome Product from Apple !!!,5,Actually I am Android user since 10 Years & Now I Switched to Iphone Yes its little difficult to adjust and comfortable with iphone it's take almost 1 week to friendly with themOtherwise I am Student so as a student usage The Battery gives me almost 1.5 Days with once full charge & No Doubt Performa
297,Solid phone overall,5,"I was looking to buy a new smartphone after my POCO F1 started having issues. If you are someone like my who's looking to move from Android to iOS, don't think twice and go ahead with the purchase. I got the phone on release day and the experience so far has been hassle free. If you have any other A"
298,Apple quality is good. Though it's costly. Apple quality is good. Though it's costly.,5,"Apple iphone quality is good. Battery life is good initially, hope it remains same for some time. Money wise all apple products are costly."
299,AMAZING PIECE OF TECH,5,this thing is absolute beast in battery when compared to other iPhone's. I used note 20 ultra before and i am getting nearly the same battery life with this phone in this perfect shape. I am super happy about my purchase. The camera is really great with some new features. if u are looking for a new
300,Must buy,5,Such a great battery life….i have charged it in the morning 10:00 am for 45mins it lasted till midnight with 15% left at 2:00am i really love this service. The camera is like awesome with cinematic mode.
301,I saw in nearby stores,5,I saw in nearby storesIt looks almost like iphone 12 except camera positionBoth the phones are awesomeWhoever is having money can go for itBut people like me can see in stores
302,Great Flagship Phone,5,"The price is directly proportional to the features. Everything is perfect no issues. If you want to switch to an iPhone, this is the perfect phone."
303,Its really awesome bokkeh mode on video is really like next level,5,
304,Awesome,5,Bestest phone there is no comparison of iphone with any other phone. Specially for picture quality. Look wise also good I’m having blue colour I didn’t like that colour but white and black colour was not available at that moment that’s why i go for blue one.. well blue is also good.
305,Next level Phone I shifted from android to iOS just felt amazing..????,5,Mind blowing phone next level photography and camera quality infact battery life is also inproved much Its value for money no doubt
306,Excellent device.,5,Good product and using for personal use. The device is working well.Not facing any glitches. Highly recommended product for everyone .
307,Not for Crybabies,5,First of all all those chapri who gonna buy it from emi will cry that it is same like iPhone 12 and doesn't have adaptor.Lol then why you bought this??
308,amazing,5,love the phone... its amazing the camera quality is so good...apple never disappoints.. though people with iPhone 12 wouldn't find anything new
309,Better battery life & performance ??,5,
310,It's very good storage,5,It's good phone more stora it's camera and well only nice phone iPhone 13 it's better and all good Apple
311,Good but expensive,5,"I phone 13 having lot of good features but difficulties for sr people..missing home button, no call recording, need to buy c type charger etc.."
312,Iphone 13 product red,5,Best phone ever . I was using iphone 12 but now I had upgrade to 13 thanks Amazon thank a lot
313,Touch is best,5,"Touch & video quality awesome,Face lock is superBattery is very goodSound quality is awesomeColour is cool…,"
314,Very nice product,5,Battery camera smooth touch awesome white colour best colour I am very impressed with the quality of the product ..
315,Expensive but worth to buy,5,"I have purchased my first Iphone every.I can say camera is best in market (Vivo v70 pro+ is biggest competitor), Build quality is good with lots of new feature.if you are iphone 12 user, I will not suggest to you. Because there is no much difference between 12 and 13.But if you are purchasing new ip"
316,iPhone 13 is amazing.,5,
317,Mind blowing purchase,5,This is first time iam using an Apple smartphone and iam completely satisfied with this product in Major areas with compare to other android devices and this is the next level experience of using iPhone 13 service device
318,Awesome,5,Superb mobile from Apple.
319,One of the best smartphone.,5,Improved camera.Very Impressive battery.The screen is much brighter.
320,Exquisite experience,5,Pretty Pink Color with amazing features apple has added to the new phone!Feels very light while holding the phone!Happy customer ??
321,Same as 12 only,5,
322,great,5,I am having a great exprience with it after upgrading from my Xr . It feels lighter than my Xr too & find the display really Crisp as earlier i was using an LCD display
323,Great phone,5,"After iPhone 4, I am going back to the Apple ecosystem, by purchasing iPhone 13. In the meantime I have used several Android and Windows phones. This is the best, though at a much higher cost. The battery life is a surprise, with a good life of over almost two days, with normal use."
324,It’s a Gem at the moment in the market.,5,"I wanted to upgrade from iPhone 7 to latest and I believe I did right in purchasing iPhone 13. Very happy with look and feel , Performance and Battery"
325,"Good phone and aawesome camera, but way too expensive",5,"The phone is really good and the response is better than my earlier iphone11. Camera is fab and the cinematic mode really do the magic. However, it is too expensive for the price, which is mainly bcoz of the Apple brand. Also, Apple not providing charger for environment purposes, is fake and I do no"
326,Excellent,5,iPhone 13 looks awesome with great performance and good camera quality totally liked it.
327,Best phone????,5,
328,Good switch from Android to IOS,5,"If you are switching from qndroid to iso, then this is a good decision. Excellent battery life and camera. Just go for it."
329,"Awesome phone , thanks Amazon for awesome delivery",5,"iPhone 13 awesome phone , screen ultra clear, sound very clear too good , Amazon delivery was awesome as always , iPhone rocks.Phone is having 60hz but it doesn’t look like that , easily compare to 90hz phone kudos to Apple"
330,Awesome,5,The iPhone 13 is the best iPhone ever. Fantastic phone. The best camera. Fastest processor. And offcourse a status symbol. Go for it. It's the best smart phone.
331,Great experience ..,5,It’s a great upgrade…camera is good..
332,Premium mobile phone,5,"The defention of flagship has to go to apple products, the premium quality both exterior and interior makes this phone the best in the world.I wish the import tax are not so much ....if we get the same price as the US this will be very fair to all the customers...But the difference of paying 30 to 4"
333,Beast in the House,5,Everyone is a Gangster until a real Gangster comes into the room.Loved the product.
334,Best iPhone I have had in a while,5,Best iPhone I have had in a while
335,Nice product,5,I get iphone 13 thanks amazon
336,Very Good,5,Value for money
337,"Good but, bit expensive.",5,
338,It’s good ??,5,The midnight colour is little bit like navy blue and besides all the things are good and also I like the new cinematic mode of it.It’s good
339,Great Update from iPhone 7 Plus,5,Great to use! Has an amazing camera. Quite light and looks stylish.
340,Its an amazing phone,5,Its an phone that feels differently in hand as compared to other phones. Absolutely amazing camera quality. The one of the best.
341,Amazing experience,5,My first iphone
342,Best Phone Ever,5,This phone has AMAZING FEATURES idk why people hate it this deserves to be liked more as the phone even has CINEMATIC MODE perfect for people who make movies
343,Iphone,5,I switched from Oneplus 5t to iPhone 13. The reasons I switched was 1. Battery life of Oneplus 5t deteriorated rapidly and OnePlus hardly cared to explain this. I also suspected that OnePlus deliberately created a bug that led to sudden drop in battery life. 2. Wanted to get an Android phone but cou
344,Red colour looks stunning!!,5,"Just received this in the morning. My mother loves the red colour. Also, the camera’s pretty impressive. Haven’t tested the battery yet. But, I’m sure it’s much better than the previous versions.The best part is that Red colour’s not flashy."
345,Highly recommended.,5,I always wanted to buy an iPhone this one is just made for me it's has a very good camera and I just love the look.If you are going for iphone than I highly recommend this phone to you other than other than 12 or 11.
346,Awesome,5,Night mode is good and other performance also awesome..Battery performance also good and gaming performance also awesome and camera quality also nice.
347,OnePlus 6T to iPhone 13,5,"I switched from OnePlus 6T to iPhone 13. Just a fabulous mobile. Amazing camera just like a DSLR in pocket. I purchased my iPhone 13 from iPrime store because of same price online & offline. Bought it at ? 81,800.00 (iPhone+ 20w adapter)."
348,Buy 4 this phone in 1lac my all family members are happy,5,"I have no money to buy this ph , i am poor guy, kind hearted person can gift a i phone any model no problem . May god bless you ????????"
349,Fabulous!,5,"Thanks to Amazon, the device was received well packed and before time! The device is fabulous, it's like love at first sight! It doesn't feel like a 2018 device, the speed, the sensors, the touch is pretty amazing! A12 Bionic works well! 3GB RAM is sufficient to run the phone, COD, BGMI and NFS can"
350,Amazing Phone n Excellent service by amazon,5,The Product is amazing n It is Amazon Verified n Best seller so plz dont worry n buy it
351,Getting original product,5,I am very afraid to buy it on Amazon and from Appario due to many negative reviews. But finally ordered it. I got original product. I also wrote this review by my new iPhone XR. I have no any problems till date.Packaging should be better. I am not happy by the packaging of Appario. Go for it don’t f
352,I hate amazon,5,No doubt the product is amazing but I hate the fact that I got this for 41k and now all of a sudden there is a sale and this is selling for 32k and 11 is 36k im really dissatisfied with my purchase now
353,Awesome,5,"Its exactly the same that you buy from store. No adapter for charging, only cable. Ignore the back cover, i bought it separately."
354,Value for money,5,Tight on the budget but still wanna experience all the features of new iPhone.Grab this XR.
355,"Awesome Phone, Amazing Amazon",5,I have used iphone 6s before 1 year. And i was using top of the line Android mobile since last year. Still i was missing my iPhone experience. Then I ordered iPhone XR from Amazon and i got it before expected time and in a very good quality. This is the product which never let u down. Highly recomme
356,Best Flagship Phone Under 35000,5,"35000 ????? ??? ?? ??? ?? ???? ????? ?? ???? ??, ?? ?? Android ?? Iphone ??? ??? ????? ??, ?????? ??? ?? ??? ?? ???? ??, online ???? ?? ???? ?????? ????? ?? , store par ???? ???? ???? ?????? ??, online ?? ???????? 35000 ??? best iPhone ever......."
357,Value for money phone,5,"Good option at 42k for 128gb variant.Fav feature is processor itself. User friendly like android. Battery back up not upto std. value for money phone. No LED display but It’s superb. Camera is good at this range, no night mode. Better build quality (hardware). No Touch ID facility in this phone."
358,Great phone even in 2022…watch my video review,5,
359,Best iPhone : Value for Money .,5,
360,Worth buying in 2021,5,
361,Just fab!!!!!,5,"Just incredible, the main reason is the battery life of iphone XR which is the best compared to all other models. The red colour is just so good, camera is fab overall XR is amazing be it any colour but my personal favourite is the red one."
362,An impressive purchase,5,"I have bought this one for my mum and she’s absolutely delighted with it. I got a great deal during Great Indian Amazon sale. Even in 2021 going into 2022 for anyone looking for a ‘budget’ iphone , this is highly recommended over iPhone SE due to larger screen and user experience."
363,Iphone XR - value for money,5,"128GB for 40Kvalue for moneyonly one camera, neat and clean-Love the old round design-apart from camera and its TFT screen, i dont see any diff for iphone 13 as look and operation is same.battery back up is good- comes 1.5 dayCamera is good but not as iphone 13display is good but not bright as iphon"
364,Best smartphone in ?32k,5,"Upgraded from iPhone 7. Loving this masterpiece.Pros:Best battery backup - goes 20+ hours for me.Big screen, face ID is superquick.Supports latest iOSSame as iPhone 11 except one less camera and A12 chip.Stereo Speakers - sounds like a bluetooth speaker.Cons:Single Rear Camera - doesn’t support Stag"
365,Nice Product,5,"Stable IPhone product, Package was quality. Delivery guy was supportive. Amazon needs to provide some more details like new or old version. Good battery life value for money.Xr doesn't have finger scanner only face scanner. Few câmara features lagging but overall good."
366,Thank you Amazon for the most trusted delivery,5,
367,A decent Ios device.,5,"Arrived a day earlier than scheduled and the product was original. Working fine till now and overall, a reasonably priced decent smartphone. There has to be a little upgradation needed in the camera quality. But for those who are not very particular about that, it is a nice phone with a adequate bat"
368,Tremendous value,5,"If you want to buy this device, be prepared for the lack of a full HD Amoled screen, Ultrawide camera, Night mode and slim bezels. If you are ok with all these omissions, you will get a silky smooth iOS experience, good performance, tons of privacy and security features, solid battery life and excel"
369,Fantastic,5,"Of all the fruits that I love, apple is the best. Jokes apart, this is a refreshing experience in terms of battery performance. So smooth .. so buttery. You will fall in love with this .. it’s been 3 years since it’s launch, it still sells! Once an Applian, always an Applian."
370,Great iPhone to start with,5,"So this is my first iPhone since I moved from Android. The interface is different and mildly perplexing but you will get used to it eventually. The camera quality is great- no doubt about that. However my major praise is battery life. I haven’t used the phone for gaming, still I am able to get aroun"
371,Superb,5,Superb
372,Budget friendly basic i phone,5,"The product is very good and well suited for you if you don't use camera a lot and just a fan of IOS UI. It's a very budget friendly iphone and works extremely good in 2021 also.I was just worried about the genuineness of the product as negetive reviews missguides you a lot, but i am happy to receiv"
373,Worth for Money,5,"Even though this model released on 2018, still this is a worth for money even on 2022. Best in hardware and best on OS. It’s best in value for money."
374,Beat,5,Don’t think that it’s old iPhone just go for it if you never use iPhone because there is slight difference between XR And iPhone 11
375,Good,5,Excellent
376,Just Wow!!,5,"Was contemplating whether to go with SE 2 or XR. Finally, went ahead with XR. Great features, Awesome Camera and Long lasting battery for my kind of usage. No need to tell about build quality or the software, they are the BEST!! I am thoroughly satisfies with the purchase."
377,Awesome,5,Value for money
378,Iphone xr no 1 mobile,5,Best
379,Best phone under 32K,5,"Reviewing after 2 months usage till date no issues, camera is great even though it's single camera, sound quality really superior battery backup also not bad over all great buy"
380,Don’t focus on negative reviews,5,There are so many negative reviews for this product and I was bit scared too while ordering this product.But I received my iPhone in perfectly fine condition.Totally happy with the service.Enjoying iOS??????
381,Beast phone in 2022 too,5,"If you are a non gamer, just go for it. Gaming is also good in this with zero lag. But the battery life might be unstable. This is the best value for money apple had ever made. Disclaimer : don’t upgrade from iOS 14 to experience better performance and battery life"
382,Battery backup is good,5,All for official work battery is having good life
383,One of the best iPhone ever produced by Apple.,5,"Good product, Apple should not discontinue this product."
384,Dad is very happy :),5,Bought it for my dad as he was looking to own an apple device for a long time. Pleased to say he is very happy with the device. The colour option was to his liking as well which was a bonus. Happy days :)
385,Worth buying even in 2022,5,Writing this review after 1month of usage and it’s still worth buying even in 2022 ( if u don’t have issues with 5g :) it’s design doesn’t look outdated as it was launched 3years ago still it feels premium then the other phones in the price range! I can probably say good phone for gaming under the p
386,Still a good package,5,Still a good package at 27.5K after card discount & exchange. Camera still a shade better in most situations than most phones in this range. Go for it ??
387,Amazing offer,5,Good product at amazing price.
388,Genuine product.,5,"Awesome phone. Was worried until it got delivered. 100% Genuine product. I think 31-33k is the best price for xr now. Xr is still a great phone in 2022. Though it's camera is not upto mark, I'm satisfied with its performance. It will do more better if apple gives a good software update. Although it'"
389,Dont be scared,5,I bought this in December and its been working great. It is a brand new phone.No laggingBattery is amazingCamera is obviously good but in low light its v grainyThe box includes the cable not the adapter.
390,Budget iPhone,5,iPhone 5Camera 3Battery 4Display 3Size 3 fatCharger 2 only type cCharging 3 speed
391,Original and excellent mobile,5,"I like everything in iphone xr. Decent Battery back up. I'm not a heavy game user. I have iphone se 2020 which battery backup is very pathetic though it's camera quality is pretty good in comparison to XR. I have 128 gb and I bought it at Rs.28,000/- only without adapter and earphone."
392,Best most selling iPhone,5,"Really statisfied with the product this is my 2nd apple device i was really nervous about this product before buying ,as there are lots of negative reviews but my brain is fully positive to purchase this product and i am finally bought it"
393,Genuine apple products,5,"Genuine Apple products,Good battery life ,Overall good,Camera quality average, this product is not for camera or selfie lover."
394,Very good and no complaints,5,Nothing to complain here completely satisfied with my XR
395,Finally,5,Red Colour is beautiful finishing is absolutely good. Best iphone if u are really looking for a iphone in budget then u can go for this phone.
396,Best phone for average users. I love it.,5,Best phone ever. Even at 2021 it’s great. Bit slow though display is not that great and camera is also below par at this price point. But for average users it’s an great asset.
397,The dealer is trusted and safe,5,"I got delivery the next day and at first phone was not turning on at all. Everyone who faces this issue, it’s only for the first time because the device has no charging. I recommend buy a charger offline before hand only. Otherwise, phone is completely genuine and and too good."
398,"Absolutely Perfect, love it",5,"The product sold was genuine and fantastic, everything is awesome. It's been 3 months now, I'm very satisfied with the product. Good purchase it is, money well spent."
399,"Awsm device, must say ????",5,"Old is gold, awsm device, impeccable design and camera, must say this is still very much in thing, only issue no power adaptor in the box"
400,Value for money in iphone series.,5,The phone is best as it carries all new features for new iphone. Its little bulky as compared to other iphone models.
401,One word is enough - Super ?,5,"Apple always gives best phones. Again a super fast XR, camera quality exceptional ??. Love this product."
402,Awesome...forgot about negative reviews,5,Excellent and I received package as shown on picture. No damages....
403,All time Dream achieved,5,Nice product with superb optimised. I was an android user. but now onwards iphone makes me a fan of IOS. It’s really cool & face recognition was fantastic. And overall performance at its extreme!!!
404,Excellent phone,5,Good phone…only 34 k same feeling like big iPhone mobile. Camara performance is superb need not carry DSLR camera. Overall experience is excellent and I am happy to purchase this product..
405,All good,5,"I bought XR RED in 2019 , again bought now in 2021 December may be because of prices and ? iOS addiction. Still I don’t have any regret of buying XR RED"
406,Superb,5,It is really nice phone even in 2021 just buy 128 gb you are all set to go just one compromise is the ultra wide shots if you can compromise for that just go for it
407,Great iPhone,5,Works very smooth & enriched with all apple features.It's genuine device of apple & warranty is verifed on device.
408,Best budget iPhone ever??,5,Awesome experience what a fast processor amazing camera just amazing in everything love it soo much????????
409,Excellent,5,I am using this phone from last weak it performance is best camera is also good if u are considering this phone choose black color very shiny and beautiful
410,Value for money,5,Best camera. Miss nightmode. Battery drain little early. Overall best mobile. Value for money too.
411,Awesome,5,"Front camera not that ok, but rest all phone is fantastic on performance, Battery life, rear camera quality wise.A big Thumbs up."
412,Affordable IPhone for beginners to have handson experience,5,"Good battery life, value for money, with it"
413,It’s very osm camera excellent picture,5,This I phone XR mobile is very very super sensitive in display quality and touching sensitive is very amazing camera is very very good and osm facing unlock is very fast Rear camera is very very amazing pictures capturing……
414,Best phone,5,"while ordering online I was bit worried, but Amazon did excellent job and delivered phone in good condition...at low price"
415,Genuine product just go for it,5,Genuine product
416,Perfect product,5,I was little tensed about the fake products because i ordered my xr for 34k and i saw the reviews that amazon selling clone iphones and damaged products but i took a step forward and waited for mine and i got genuine and i am happy
417,Good,5,My battery drained 100 to 94% in just 3 months I think Amazon have provide me refurbished product.
418,Beast flagship phone,5,Iam very happy with colour and phone?and is best iphone in bugget.
419,Love this i phone,5,"First of all thanks amazon to give outstanding deal , secondly xr is brilliant deal on this price 40k a round best experience"
420,Apple iphone,5,Its an iphone. Bas aur kuch bolne ka jarurat nehi..
421,"Original product,go for it",5,"Original product,Thanks Amazon"
422,Amaizing phone. Great performance & battery life.,5,Totally satisfied with the battery life and performance. Its really worth. Amaizing phone by Apple Iphone XR.
423,Happy,5,Mind blowing product in budget. Thank you Amazon
424,Best purchase,5,100% satisfied with the mobile phone. It’s awesome ??
425,Best budget iPhone ever.,5,Best budget iPhone apple ever made. Go for it without hesitation. Battery life is beyond expectations.
426,Awesome,5,Supper product work good ??????
427,Good price good photo.. love it,5,Good product nice.nice phone
428,One more good product from ??,5,Nice phone at reasonable price.
429,Battery life and fast charging,5,"Amazing phone, fast charging, great battery life.If you are ok with single camera then no need to go for 11 or above. XR can serve the purpose"
430,Super phone,5,Super.better than any make of android phone.
431,Genuine Product,5,Best part was Same day delivery … Genuine product
432,Good product,5,I was scared the product would show up dysfunctional but it's working perfectly fine. Thank you amazon!
433,Go for it,5,"100% genuine product.. XR is still good.. nice display, camera quality"
434,Apple of my eye ??,5,Apple is always the best
435,Satisfied with purchace,5,Received product as per expectations.Using it from month.
436,Excellent performance,5,Have bought the second one in one year for family.Great performance with good battery life and nice camera results
437,Fully satisfied,5,Using it from a month.Android to iOS-best experienceWorth buying even in 2022.I was confused to buy it online or not. Found a genuine store:)
438,33900 price best iPhone ek no ph hai bilkul mazedaar,5,Ph bahut accha hai koi problem nahi sab cheez ek bo hai
439,"Great phone, timely delivery.",5,Phone was delivered before expected. My Dad using the phone and he absolutely loved it.
440,Excellent,5,Amazing phone for the price
441,Awsome phone and it's optimization is mind-blowing faster and smooth gaming performance,5,I phone is always good with his optimization and processer iphone xr is 3yr old but still the gaming performance and other day to day uses is Awsome
442,Very fast delivery and a very genuine seller…..,5,Amazing product and genuine seller with prompt delivery
443,obessed,5,totally worth the penny got mine today okii packaging but phone is working go for it
444,Great purchase,5,I was confused with lot of negative review s but decided to go ahead.Great phone even in 2021
445,Battery life is good,5,"Good battery life I am an hard user and need to charge two times a day,but it’s okay with the fast charger which make 0-80% in just 40min."
446,Good,5,Battery is not so good but other than that allare good
447,Works great even in 2021,5,The product was received in an intact packing and it works really well. One con is that had to buy the charging adapter separately. Still feels great to use in 2021
448,The Best,5,"This is the best buy ever, switched from android to iphone xr and I am all love ?? ."
449,Best affordable iPhone segment,5,Currently using and really satisfied with the performance and battery backup.
450,Excellent phone,5,"Disappointed for not including the charging adaptor, I had to buy seperately"
451,All as expected,5,Love it!
452,Good Mobile,5,Excellent Mobile loving it ??
453,Nothing better than it,5,Very nice
454,Good product,5,Good mobile.
455,Nice product,5,Superb product.. my 2nd iphone after iphone 6.. huge difference.. liked a lot
456,A perfect smartphone from apple,5,The beast
457,Great apple is apple,5,Osm
458,Iphone xr. Super,5,Super. Mobile. For. Gaming camera is super and. Charging. Speed is nice. Iam using 18wattfast charger sounds like monster inside best for. Bgmi. .
459,Perfect Item,5,Just as Expected.
460,Absolutel,5,Absolutely awesome even in 2021 go for it if you will
461,Outstanding phone ??,5,"Low battery backup and not have long sdcard slot otherwise phone is outstanding, mind blowing, fantastic, fabulous ??????"
462,Best battery phone,5,"Go for it, it has very strong battery"
463,Good and worth money,5,"I am update 6s to xr, but usage different, i like it"
464,??,5,??
465,Good,5,Good
466,Very Bad Battery Health,5,"Very bad battery getting hot instantly while open Instagram, gaming,hotspot and charging.Battery health drop from 100-98 in 2 months"
467,??,5,Got it for around 33k. Great value product.
468,After update bad battery life,5,After i update to 15.2 battery draining so fast. But excellent mobile if you want to apple product
469,great product,5,all is good but no charger in box...disappointed for that apple
470,One of the best iPhones so far,5,There is nothing which one can’t like about this phone I switched from 6s to xr and trust me this phone is really worth every penny.
471,Excellent Phone,5,Fantastic
472,Super phone,5,Good one
473,I just love it,5,in a cheap price Amazon provide a good Apple iPhone for me... really amazing!!
474,The best budget Iphone!!!!(BETTER PERFORMANCE/OPTIMISATION THAN ANDROID),5,If u r looking for performance and optimisation then u r in the right place!!
475,Mind blowing,5,Battery is 3000 MAH it’s very low remain all ????Camera 4/5 ??Video 4K 5/5??Perfomance ??????
476,Good deal ????,5,Working as wonder ??
477,Good Buy at a Reasonable price,5,Slightly smaller to iphone 6 plus in size but rest everything as of now looks good
478,Lovely smart phone,5,Product is awesome battery life camera quality sound quality
479,Go for it,5,
480,Go for it,5,This is a great product battery performance is not so gook it is just ok okOtherwise its a great deal
481,Best colour iphone,5,"Bful coral design ..v sturdy, bful display..XR rocks"
482,Amazing,5,Like any other Apple phone. XR does everything right
483,Power packed phone,5,power packed phone… don’t think twice before buying this phone… just go and buy it
484,It’s worth for money,5,"I appreciate the timely delivery, quality of package and performance of iPhone XR"
485,all good,5,Very good
486,Feeling like a iPhone so good ????????,5,Feeling like a iPhone so good ????????
487,Good,5,Good
488,My first new phone is very good,5,I usually used android but i want to try ios so I brought xr and it is very good and i like it.
489,Too good in this price,5,Perfect iPhone
490,I loved this phone the camera quality is very nice display is very big,5,I loved this phone the camera quality is very nice display is very big
491,Fabulous,5,Value for money
492,Good mobile before I’m using Vivo but the iPhone XR is more then better in all format,5,Battery need daily 2 times charge rest all good
493,Satisfied,5,Satisfied
494,Worth for the money given. Good product.,5,Good option for the people to buy in 35k category and product is not defective. Good supplier
495,Clarity Of Picture Is So Beautiful,5,I like the picture quality
496,It was great experience and very good phone,5,"I like the overall online process of delivery,! Thanks a ton Amazon for this best experience"
497,Awesome Purchase,5,Liked it !! Genuine Box Sealed ! Overall satisfied !
498,I phone,5,This one best product and using since 2016 huge fan of technology.
499,Cost worthy,5,"XR is obviously good iphone in best price range, also received in proper packaging"
500,Data (Internet) stopped working since a month now,5,Data (Internet) stopped working since a month now
501,this is 100 percent worth in 2022 iphone xr,5,there is no dislikes here product red is stunning looks and massive performance
502,Excellent,5,"I like the whole chain i.e. Faculty, delivery partners and the product."
503,Best powerful product in this price range,5,The best powerful product ????Best for gamingBest in camera in day lighting
504,Good product,5,Nice product.. as expected
505,good phone,5,Good phone over all
506,Nice,5,Good product
507,Dream,5,Amazing phone. Go for it. Updated to latest ios 15.1.
508,Good,5,Nice
509,Super,5,Supar
510,Best phone,5,This product is very goodNo lagFeels smooth
511,Best budget iphone,5,The packaging was good and came perfect
512,Superb,5,I recommend this
513,Iphone,5,Excellent
514,Wowwwwwwieeee,5,??
515,Awsome,5,Love to have it
516,Good Phone,5,It’s a very good phone
517,This is best phone under 33k.??????,5,
518,Everything is super,5,I like all the thing in this
519,Excellent phone,5,I like the battery life and all up to date features.
520,Great deal,5,10-Oct
521,It’s a good product,5,Purchased for wife and it is really a good product.
522,iPhone XR,5,Good product
523,Awesome,5,Prefect iphn in this range
524,A prestigious device to own,5,Great product. Really happy
525,"Superb, best in budget.",5,Extremely satisfied with the product and delivery.
526,Best apple device,5,Best camera with great too
527,Nice,5,
528,Best in my own mind.,5,Awesome quality.
529,Good product,5,I liked this product . This is soo good
530,Delivery agent inboxing my XR,5,
531,Impressive desine,5,Excellent Mobile + it's Performance massive
532,Right,5,For student life.. this is very good iPhone
533,Good phone worth for money,5,Update should be available at least 5 years
534,Super,5,
535,Best in all aspects,5,Best performance in all the areas.
536,Best phone for gaming and battery,5,Very good phone I really like it
537,Its a very nice iPhone,5,Really everything is good in this iPhone
538,Battery life,5,As on date it is good
539,Great product as expected,5,Overall happy
540,Good items,5,
541,Wroth of money ?????,5,Best iphone in cheapest Rate
542,Wrost device,5,Camera is not working wrost mobile
543,Xr worth buy in 2022 ??,5,Awesome brand new product red xr ??
544,Good product,5,Good product according to its price
545,Satisfied,5,Good product Good Performance
546,Genuine product received uploading after 2 days of using.,5,Go for it best phone.
547,Superr,5,Super
548,Very good product,5,I love this product so much
549,Excellent phone and on time delivery by Amazon,5,Value for money and quality
550,iPhone XR super,5,Very nice good iPhone XR ??
551,Best,5,Best mobile
